Time,imu0_ax,imu0_ay,imu0_az,imu1_ax,imu1_ay,imu1_az,imu2_ax,imu2_ay,imu2_az,imu3_ax,imu3_ay,imu3_az,Gesture
55,-20,20,20,-20,-14.02,20,-20,-20,20,-20,-20,20,Right
56,-20,20,20,-20,-14.02,20,-20,-20,20,-20,-20,20,Right
57,-20,20,20,-20,-14.02,20,-20,-20,20,-20,-20,20,Right
58,-20,20,20,-20,-14.02,20,-20,-20,20,-20,-20,20,Right
59,-20,20,20,-20,-14.02,20,-20,-20,20,-20,-20,20,Right
0,0.56,20,20,-4.8,9.88,20,-4.62,7.87,20,-4.5,9.35,20,Up
1,0.48,20,20,-7.42,9.88,20,-7.14,6.87,20,-6.95,9.04,20,Up
2,0.4,20,20,-10.04,9.88,20,-9.67,5.86,20,-9.4,8.73,20,Up
3,0.33,20,20,-12.66,9.88,20,-12.2,4.86,20,-11.86,8.43,20,Up
4,0.25,20,20,-15.28,9.88,20,-14.73,3.85,20,-14.31,8.12,20,Up
5,0.17,20,20,-17.89,9.88,20,-17.26,2.84,20,-16.76,7.81,20,Up
6,0.1,20,20,-20,9.88,20,-19.79,1.84,20,-19.21,7.51,20,Up
7,0.02,20,20,-20,9.88,20,-20,0.83,20,-20,7.2,20,Up
8,-0.06,20,20,-20,9.88,20,-20,-0.17,20,-20,6.9,20,Up
9,-0.13,20,20,-20,9.88,20,-20,-1.18,20,-20,6.59,20,Up
10,-0.21,20,20,-20,9.88,20,-20,-2.18,20,-20,6.28,20,Up
11,-0.29,20,20,-20,9.88,20,-20,-3.19,20,-20,5.98,20,Up
12,-0.36,20,20,-20,9.88,20,-20,-4.19,20,-20,5.67,20,Up
13,-0.44,20,20,-20,9.88,20,-20,-5.2,20,-20,5.36,20,Up
14,-0.52,20,20,-20,9.88,20,-20,-6.21,20,-20,5.06,20,Up
15,-0.59,20,20,-20,9.88,20,-20,-7.21,20,-20,4.75,20,Up
16,-0.67,20,20,-20,9.88,20,-20,-8.22,20,-20,4.44,20,Up
17,-0.75,20,20,-20,9.88,20,-20,-9.22,20,-20,4.14,20,Up
18,-0.82,20,20,-20,9.88,20,-20,-10.23,20,-20,3.83,20,Up
19,-0.9,20,20,-20,9.88,20,-20,-11.23,20,-20,3.52,20,Up
20,-0.98,20,20,-20,9.88,20,-20,-12.24,20,-20,3.22,20,Up
21,-1.05,20,20,-20,9.88,20,-20,-13.24,20,-20,2.91,20,Up
22,-1.13,20,20,-20,9.88,20,-20,-14.25,20,-20,2.6,20,Up
23,-1.21,20,20,-20,9.88,20,-20,-15.26,20,-20,2.3,20,Up
24,-1.28,20,20,-20,9.88,20,-20,-16.26,20,-20,1.99,20,Up
25,-1.36,20,20,-20,9.88,20,-20,-17.27,20,-20,1.69,20,Up
26,-1.44,20,20,-20,9.88,20,-20,-18.27,20,-20,1.38,20,Up
27,-1.51,20,20,-20,9.88,20,-20,-19.28,20,-20,1.07,20,Up
28,-1.59,20,20,-20,9.88,20,-20,-20,20,-20,0.77,20,Up
29,-1.67,20,20,-20,9.88,20,-20,-20,20,-20,0.46,20,Up
30,-0.15,20,20,-5.2,11.03,20,-5.02,9.02,20,-4.6,9.69,20,Up
31,-0.23,20,20,-7.82,11.03,20,-7.55,8.02,20,-7.05,9.39,20,Up
32,-0.31,20,20,-10.44,11.03,20,-10.07,7.01,20,-9.5,9.08,20,Up
33,-0.38,20,20,-13.06,11.03,20,-12.6,6,20,-11.95,8.77,20,Up
34,-0.46,20,20,-15.68,11.03,20,-15.13,5,20,-14.4,8.47,20,Up
35,-0.54,20,20,-18.3,11.03,20,-17.66,3.99,20,-16.86,8.16,20,Up
36,-0.61,20,20,-20,11.03,20,-20,2.99,20,-19.31,7.85,20,Up
37,-0.69,20,20,-20,11.03,20,-20,1.98,20,-20,7.55,20,Up
38,-0.77,20,20,-20,11.03,20,-20,0.98,20,-20,7.24,20,Up
39,-0.84,20,20,-20,11.03,20,-20,-0.03,20,-20,6.93,20,Up
40,-0.92,20,20,-20,11.03,20,-20,-1.03,20,-20,6.63,20,Up
41,-1,20,20,-20,11.03,20,-20,-2.04,20,-20,6.32,20,Up
42,-1.07,20,20,-20,11.03,20,-20,-3.05,20,-20,6.01,20,Up
43,-1.15,20,20,-20,11.03,20,-20,-4.05,20,-20,5.71,20,Up
44,-1.23,20,20,-20,11.03,20,-20,-5.06,20,-20,5.4,20,Up
45,-1.3,20,20,-20,11.03,20,-20,-6.06,20,-20,5.09,20,Up
46,-1.38,20,20,-20,11.03,20,-20,-7.07,20,-20,4.79,20,Up
47,-1.46,20,20,-20,11.03,20,-20,-8.07,20,-20,4.48,20,Up
48,-1.53,20,20,-20,11.03,20,-20,-9.08,20,-20,4.18,20,Up
49,-1.61,20,20,-20,11.03,20,-20,-10.08,20,-20,3.87,20,Up
50,-1.69,20,20,-20,11.03,20,-20,-11.09,20,-20,3.56,20,Up
51,-1.76,20,20,-20,11.03,20,-20,-12.1,20,-20,3.26,20,Up
52,-1.84,20,20,-20,11.03,20,-20,-13.1,20,-20,2.95,20,Up
53,-1.92,20,20,-20,11.03,20,-20,-14.11,20,-20,2.64,20,Up
54,-1.99,20,20,-20,11.03,20,-20,-15.11,20,-20,2.34,20,Up
55,-2.07,20,20,-20,11.03,20,-20,-16.12,20,-20,2.03,20,Up
56,-2.15,20,20,-20,11.03,20,-20,-17.12,20,-20,1.72,20,Up
57,-2.22,20,20,-20,11.03,20,-20,-18.13,20,-20,1.42,20,Up
58,-2.3,20,20,-20,11.03,20,-20,-19.13,20,-20,1.11,20,Up
59,-2.38,20,20,-20,11.03,20,-20,-20,20,-20,0.8,20,Up
0,19.92,20,1.79,16.37,3.75,-1,15.82,1.67,-1.17,15.97,3.06,11.53,Backward
1,19.85,20,3.34,13.75,3.75,-0.84,13.29,0.66,-1.13,13.52,2.76,17.92,Backward
2,19.77,20,4.88,11.13,3.75,-0.69,10.76,-0.34,-1.09,11.07,2.45,20,Backward
3,19.69,20,6.43,8.51,3.75,-0.54,8.24,-1.35,-1.05,8.62,2.15,20,Backward
4,19.62,20,7.98,5.89,3.75,-0.38,5.71,-2.36,-1.02,6.17,1.84,20,Backward
5,19.54,20,9.52,3.27,3.75,-0.23,3.18,-3.36,-0.98,3.72,1.53,20,Backward
6,19.46,20,11.07,0.65,3.75,-0.08,0.65,-4.37,-0.94,1.26,1.23,20,Backward
7,19.39,20,12.62,-1.97,3.75,0.08,-1.88,-5.37,-0.9,-1.19,0.92,20,Backward
8,19.31,20,14.16,-4.59,3.75,0.23,-4.41,-6.38,-0.86,-3.64,0.61,20,Backward
9,19.23,20,15.71,-7.21,3.75,0.38,-6.93,-7.38,-0.82,-6.09,0.31,20,Backward
10,19.16,20,17.26,-9.83,3.75,0.54,-9.46,-8.39,-0.79,-8.54,0,20,Backward
11,19.08,20,18.8,-12.45,3.75,0.69,-11.99,-9.39,-0.75,-10.99,-0.31,20,Backward
12,19,20,20,-15.06,3.75,0.84,-14.52,-10.4,-0.71,-13.45,-0.61,20,Backward
13,18.93,20,20,-17.68,3.75,1,-17.05,-11.41,-0.67,-15.9,-0.92,20,Backward
14,18.85,20,20,-20,3.75,1.15,-19.58,-12.41,-0.63,-18.35,-1.23,20,Backward
15,18.77,20,20,-20,3.75,1.3,-20,-13.42,-0.59,-20,-1.53,20,Backward
16,18.7,20,20,-20,3.75,1.46,-20,-14.42,-0.56,-20,-1.84,20,Backward
17,18.62,20,20,-20,3.75,1.61,-20,-15.43,-0.52,-20,-2.15,20,Backward
18,18.54,20,20,-20,3.75,1.76,-20,-16.43,-0.48,-20,-2.45,20,Backward
19,18.47,20,20,-20,3.75,1.92,-20,-17.44,-0.44,-20,-2.76,20,Backward
20,18.39,20,20,-20,3.75,2.07,-20,-18.45,-0.4,-20,-3.06,20,Backward
21,18.31,20,20,-20,3.75,2.22,-20,-19.45,-0.36,-20,-3.37,20,Backward
22,18.24,20,20,-20,3.75,2.38,-20,-20,-0.33,-20,-3.68,20,Backward
23,18.16,20,20,-20,3.75,2.53,-20,-20,-0.29,-20,-3.98,20,Backward
24,18.08,20,20,-20,3.75,2.68,-20,-20,-0.25,-20,-4.29,20,Backward
25,18.01,20,20,-20,3.75,2.83,-20,-20,-0.21,-20,-4.6,20,Backward
26,17.93,20,20,-20,3.75,2.99,-20,-20,-0.17,-20,-4.9,20,Backward
27,17.85,20,20,-20,3.75,3.14,-20,-20,-0.13,-20,-5.21,20,Backward
28,17.78,20,20,-20,3.75,3.29,-20,-20,-0.1,-20,-5.52,20,Backward
29,17.7,20,20,-20,3.75,3.45,-20,-20,-0.06,-20,-5.82,20,Backward
30,5.67,20,0.64,0.58,6.03,-2.15,0.79,4.48,-2.45,0.94,5.88,10.25,Backward
31,5.59,20,2.19,-2.04,6.03,-1.99,-1.74,3.48,-2.41,-1.51,5.57,16.64,Backward
32,5.52,20,3.74,-4.65,6.03,-1.84,-4.27,2.47,-2.38,-3.96,5.27,20,Backward
33,5.44,20,5.28,-7.27,6.03,-1.69,-6.8,1.47,-2.34,-6.42,4.96,20,Backward
34,5.36,20,6.83,-9.89,6.03,-1.53,-9.33,0.46,-2.3,-8.87,4.65,20,Backward
35,5.29,20,8.38,-12.51,6.03,-1.38,-11.86,-0.55,-2.26,-11.32,4.35,20,Backward
36,5.21,20,9.92,-15.13,6.03,-1.23,-14.38,-1.55,-2.22,-13.77,4.04,20,Backward
37,5.13,20,11.47,-17.75,6.03,-1.07,-16.91,-2.56,-2.18,-16.22,3.74,20,Backward
38,5.06,20,13.02,-20,6.03,-0.92,-19.44,-3.56,-2.15,-18.68,3.43,20,Backward
39,4.98,20,14.56,-20,6.03,-0.77,-20,-4.57,-2.11,-20,3.12,20,Backward
40,4.9,20,16.11,-20,6.03,-0.61,-20,-5.57,-2.07,-20,2.82,20,Backward
41,4.83,20,17.66,-20,6.03,-0.46,-20,-6.58,-2.03,-20,2.51,20,Backward
42,4.75,20,19.2,-20,6.03,-0.31,-20,-7.58,-1.99,-20,2.2,20,Backward
43,4.67,20,20,-20,6.03,-0.15,-20,-8.59,-1.95,-20,1.9,20,Backward
44,4.6,20,20,-20,6.03,0,-20,-9.6,-1.92,-20,1.59,20,Backward
45,4.52,20,20,-20,6.03,0.15,-20,-10.6,-1.88,-20,1.28,20,Backward
46,4.44,20,20,-20,6.03,0.31,-20,-11.61,-1.84,-20,0.98,20,Backward
47,4.37,20,20,-20,6.03,0.46,-20,-12.61,-1.8,-20,0.67,20,Backward
48,4.29,20,20,-20,6.03,0.61,-20,-13.62,-1.76,-20,0.36,20,Backward
49,4.21,20,20,-20,6.03,0.77,-20,-14.62,-1.72,-20,0.06,20,Backward
50,4.14,20,20,-20,6.03,0.92,-20,-15.63,-1.69,-20,-0.25,20,Backward
51,4.06,20,20,-20,6.03,1.07,-20,-16.64,-1.65,-20,-0.56,20,Backward
52,3.98,20,20,-20,6.03,1.23,-20,-17.64,-1.61,-20,-0.86,20,Backward
53,3.91,20,20,-20,6.03,1.38,-20,-18.65,-1.57,-20,-1.17,20,Backward
54,3.83,20,20,-20,6.03,1.53,-20,-19.65,-1.53,-20,-1.47,20,Backward
55,3.75,20,20,-20,6.03,1.69,-20,-20,-1.49,-20,-1.78,20,Backward
56,3.68,20,20,-20,6.03,1.84,-20,-20,-1.46,-20,-2.09,20,Backward
57,3.6,20,20,-20,6.03,1.99,-20,-20,-1.42,-20,-2.39,20,Backward
58,3.52,20,20,-20,6.03,2.15,-20,-20,-1.38,-20,-2.7,20,Backward
59,3.45,20,20,-20,6.03,2.3,-20,-20,-1.34,-20,-3.01,20,Backward
0,0.44,-11,3.07,-4.64,-20,0.29,-3.68,-20,-0.13,-3.52,-20,12.56,Down
1,0.36,-2,4.62,-7.26,-20,0.44,-6.21,-20,-0.1,-5.98,-20,18.95,Down
2,0.29,7.01,6.17,-9.88,-20,0.59,-8.73,-20,-0.06,-8.43,-20,20,Down
3,0.21,16.01,7.71,-12.5,-20,0.75,-11.26,-20,-0.02,-10.88,-20,20,Down
4,0.13,20,9.26,-15.12,-20,0.9,-13.79,-20,0.02,-13.33,-20,20,Down
5,0.06,20,10.81,-17.74,-20,1.05,-16.32,-20,0.06,-15.78,-20,20,Down
6,-0.02,20,12.35,-20,-20,1.21,-18.85,-20,0.1,-18.23,-20,20,Down
7,-0.1,20,13.9,-20,-20,1.36,-20,-20,0.13,-20,-20,20,Down
8,-0.17,20,15.45,-20,-20,1.51,-20,-20,0.17,-20,-20,20,Down
9,-0.25,20,16.99,-20,-20,1.67,-20,-20,0.21,-20,-20,20,Down
10,-0.33,20,18.54,-20,-20,1.82,-20,-20,0.25,-20,-20,20,Down
11,-0.4,20,20,-20,-20,1.97,-20,-20,0.29,-20,-20,20,Down
12,-0.48,20,20,-20,-20,2.13,-20,-20,0.33,-20,-20,20,Down
13,-0.56,20,20,-20,-20,2.28,-20,-20,0.36,-20,-20,20,Down
14,-0.63,20,20,-20,-20,2.43,-20,-20,0.4,-20,-20,20,Down
15,-0.71,20,20,-20,-20,2.59,-20,-20,0.44,-20,-20,20,Down
16,-0.79,20,20,-20,-20,2.74,-20,-20,0.48,-20,-20,20,Down
17,-0.86,20,20,-20,-20,2.89,-20,-20,0.52,-20,-20,20,Down
18,-0.94,20,20,-20,-20,3.05,-20,-20,0.56,-20,-20,20,Down
19,-1.02,20,20,-20,-20,3.2,-20,-20,0.59,-20,-20,20,Down
20,-1.09,20,20,-20,-20,3.35,-20,-20,0.63,-20,-20,20,Down
21,-1.17,20,20,-20,-20,3.51,-20,-20,0.67,-20,-20,20,Down
22,-1.25,20,20,-20,-20,3.66,-20,-20,0.71,-20,-20,20,Down
23,-1.32,20,20,-20,-20,3.81,-20,-20,0.75,-20,-20,20,Down
24,-1.4,20,20,-20,-20,3.96,-20,-20,0.79,-20,-20,20,Down
25,-1.47,20,20,-20,-20,4.12,-20,-20,0.82,-20,-20,20,Down
26,-1.55,20,20,-20,-20,4.27,-20,-20,0.86,-20,-20,20,Down
27,-1.63,20,20,-20,-20,4.42,-20,-20,0.9,-20,-20,20,Down
28,-1.7,20,20,-20,-20,4.58,-20,-20,0.94,-20,-20,20,Down
29,-1.78,20,20,-20,-20,4.73,-20,-20,0.98,-20,-20,20,Down
30,2.3,-11,-18.45,-2.63,-20,-19.85,-2.45,-20,-19.96,-2.11,-20,-13.61,Down
31,2.22,-2,-16.91,-5.25,-20,-19.69,-4.98,-20,-19.92,-4.56,-20,-7.22,Down
32,2.15,7.01,-15.36,-7.87,-20,-19.54,-7.51,-20,-19.89,-7.01,-20,-0.84,Down
33,2.07,16.01,-13.81,-10.49,-20,-19.39,-10.04,-20,-19.85,-9.46,-20,5.55,Down
34,1.99,20,-12.27,-13.11,-20,-19.23,-12.56,-20,-19.81,-11.91,-20,11.94,Down
35,1.92,20,-10.72,-15.73,-20,-19.08,-15.09,-20,-19.77,-14.37,-20,18.33,Down
36,1.84,20,-9.17,-18.35,-20,-18.93,-17.62,-20,-19.73,-16.82,-20,20,Down
37,1.76,20,-7.63,-20,-20,-18.77,-20,-20,-19.69,-19.27,-20,20,Down
38,1.69,20,-6.08,-20,-20,-18.62,-20,-20,-19.66,-20,-20,20,Down
39,1.61,20,-4.53,-20,-20,-18.47,-20,-20,-19.62,-20,-20,20,Down
40,1.53,20,-2.99,-20,-20,-18.31,-20,-20,-19.58,-20,-20,20,Down
41,1.46,20,-1.44,-20,-20,-18.16,-20,-20,-19.54,-20,-20,20,Down
42,1.38,20,0.11,-20,-20,-18.01,-20,-20,-19.5,-20,-20,20,Down
43,1.3,20,1.65,-20,-20,-17.85,-20,-20,-19.46,-20,-20,20,Down
44,1.23,20,3.2,-20,-20,-17.7,-20,-20,-19.43,-20,-20,20,Down
45,1.15,20,4.75,-20,-20,-17.55,-20,-20,-19.39,-20,-20,20,Down
46,1.07,20,6.29,-20,-20,-17.4,-20,-20,-19.35,-20,-20,20,Down
47,1,20,7.84,-20,-20,-17.24,-20,-20,-19.31,-20,-20,20,Down
48,0.92,20,9.39,-20,-20,-17.09,-20,-20,-19.27,-20,-20,20,Down
49,0.84,20,10.93,-20,-20,-16.94,-20,-20,-19.23,-20,-20,20,Down
50,0.77,20,12.48,-20,-20,-16.78,-20,-20,-19.2,-20,-20,20,Down
51,0.69,20,14.03,-20,-20,-16.63,-20,-20,-19.16,-20,-20,20,Down
52,0.61,20,15.57,-20,-20,-16.48,-20,-20,-19.12,-20,-20,20,Down
53,0.54,20,17.12,-20,-20,-16.32,-20,-20,-19.08,-20,-20,20,Down
54,0.46,20,18.67,-20,-20,-16.17,-20,-20,-19.04,-20,-20,20,Down
55,0.38,20,20,-20,-20,-16.02,-20,-20,-19,-20,-20,20,Down
56,0.31,20,20,-20,-20,-15.86,-20,-20,-18.97,-20,-20,20,Down
57,0.23,20,20,-20,-20,-15.71,-20,-20,-18.93,-20,-20,20,Down
58,0.15,20,20,-20,-20,-15.56,-20,-20,-18.89,-20,-20,20,Down
59,0.08,20,20,-20,-20,-15.4,-20,-20,-18.85,-20,-20,20,Down
0,-0.11,-11,-18.45,-5.24,-20,-19.85,-4.9,-20,-19.96,-4.75,-20,-13.61,Forward
1,-0.19,-2,-16.91,-7.86,-20,-19.69,-7.43,-20,-19.92,-7.2,-20,-7.22,Forward
2,-0.27,7.01,-15.36,-10.48,-20,-19.54,-9.96,-20,-19.89,-9.65,-20,-0.84,Forward
3,-0.34,16.01,-13.81,-13.1,-20,-19.39,-12.49,-20,-19.85,-12.11,-20,5.55,Forward
4,-0.42,20,-12.27,-15.72,-20,-19.23,-15.02,-20,-19.81,-14.56,-20,11.94,Forward
5,-0.5,20,-10.72,-18.34,-20,-19.08,-17.54,-20,-19.77,-17.01,-20,18.33,Forward
6,-0.57,20,-9.17,-20,-20,-18.93,-20,-20,-19.73,-19.46,-20,20,Forward
7,-0.65,20,-7.63,-20,-20,-18.77,-20,-20,-19.69,-20,-20,20,Forward
8,-0.73,20,-6.08,-20,-20,-18.62,-20,-20,-19.66,-20,-20,20,Forward
9,-0.8,20,-4.53,-20,-20,-18.47,-20,-20,-19.62,-20,-20,20,Forward
10,-0.88,20,-2.99,-20,-20,-18.31,-20,-20,-19.58,-20,-20,20,Forward
11,-0.96,20,-1.44,-20,-20,-18.16,-20,-20,-19.54,-20,-20,20,Forward
12,-1.03,20,0.11,-20,-20,-18.01,-20,-20,-19.5,-20,-20,20,Forward
13,-1.11,20,1.65,-20,-20,-17.85,-20,-20,-19.46,-20,-20,20,Forward
14,-1.19,20,3.2,-20,-20,-17.7,-20,-20,-19.43,-20,-20,20,Forward
15,-1.26,20,4.75,-20,-20,-17.55,-20,-20,-19.39,-20,-20,20,Forward
16,-1.34,20,6.29,-20,-20,-17.4,-20,-20,-19.35,-20,-20,20,Forward
17,-1.42,20,7.84,-20,-20,-17.24,-20,-20,-19.31,-20,-20,20,Forward
18,-1.49,20,9.39,-20,-20,-17.09,-20,-20,-19.27,-20,-20,20,Forward
19,-1.57,20,10.93,-20,-20,-16.94,-20,-20,-19.23,-20,-20,20,Forward
20,-1.65,20,12.48,-20,-20,-16.78,-20,-20,-19.2,-20,-20,20,Forward
21,-1.72,20,14.03,-20,-20,-16.63,-20,-20,-19.16,-20,-20,20,Forward
22,-1.8,20,15.57,-20,-20,-16.48,-20,-20,-19.12,-20,-20,20,Forward
23,-1.88,20,17.12,-20,-20,-16.32,-20,-20,-19.08,-20,-20,20,Forward
24,-1.95,20,18.67,-20,-20,-16.17,-20,-20,-19.04,-20,-20,20,Forward
25,-2.03,20,20,-20,-20,-16.02,-20,-20,-19,-20,-20,20,Forward
26,-2.11,20,20,-20,-20,-15.86,-20,-20,-18.97,-20,-20,20,Forward
27,-2.18,20,20,-20,-20,-15.71,-20,-20,-18.93,-20,-20,20,Forward
28,-2.26,20,20,-20,-20,-15.56,-20,-20,-18.89,-20,-20,20,Forward
29,-2.34,20,20,-20,-20,-15.4,-20,-20,-18.85,-20,-20,20,Forward
30,9.73,-11,-18.45,4.64,-20,-19.85,4.87,-20,-19.96,5.02,-20,-13.61,Forward
31,9.65,-2,-16.91,2.03,-20,-19.69,2.34,-20,-19.92,2.57,-20,-7.22,Forward
32,9.58,7.01,-15.36,-0.59,-20,-19.54,-0.19,-20,-19.89,0.11,-20,-0.84,Forward
33,9.5,16.01,-13.81,-3.21,-20,-19.39,-2.72,-20,-19.85,-2.34,-20,5.55,Forward
34,9.42,20,-12.27,-5.83,-20,-19.23,-5.25,-20,-19.81,-4.79,-20,11.94,Forward
35,9.35,20,-10.72,-8.45,-20,-19.08,-7.78,-20,-19.77,-7.24,-20,18.33,Forward
36,9.27,20,-9.17,-11.07,-20,-18.93,-10.3,-20,-19.73,-9.69,-20,20,Forward
37,9.19,20,-7.63,-13.69,-20,-18.77,-12.83,-20,-19.69,-12.14,-20,20,Forward
38,9.12,20,-6.08,-16.31,-20,-18.62,-15.36,-20,-19.66,-14.6,-20,20,Forward
39,9.04,20,-4.53,-18.93,-20,-18.47,-17.89,-20,-19.62,-17.05,-20,20,Forward
40,8.96,20,-2.99,-20,-20,-18.31,-20,-20,-19.58,-19.5,-20,20,Forward
41,8.89,20,-1.44,-20,-20,-18.16,-20,-20,-19.54,-20,-20,20,Forward
42,8.81,20,0.11,-20,-20,-18.01,-20,-20,-19.5,-20,-20,20,Forward
43,8.73,20,1.65,-20,-20,-17.85,-20,-20,-19.46,-20,-20,20,Forward
44,8.66,20,3.2,-20,-20,-17.7,-20,-20,-19.43,-20,-20,20,Forward
45,8.58,20,4.75,-20,-20,-17.55,-20,-20,-19.39,-20,-20,20,Forward
46,8.5,20,6.29,-20,-20,-17.4,-20,-20,-19.35,-20,-20,20,Forward
47,8.43,20,7.84,-20,-20,-17.24,-20,-20,-19.31,-20,-20,20,Forward
48,8.35,20,9.39,-20,-20,-17.09,-20,-20,-19.27,-20,-20,20,Forward
49,8.27,20,10.93,-20,-20,-16.94,-20,-20,-19.23,-20,-20,20,Forward
50,8.2,20,12.48,-20,-20,-16.78,-20,-20,-19.2,-20,-20,20,Forward
51,8.12,20,14.03,-20,-20,-16.63,-20,-20,-19.16,-20,-20,20,Forward
52,8.04,20,15.57,-20,-20,-16.48,-20,-20,-19.12,-20,-20,20,Forward
53,7.97,20,17.12,-20,-20,-16.32,-20,-20,-19.08,-20,-20,20,Forward
54,7.89,20,18.67,-20,-20,-16.17,-20,-20,-19.04,-20,-20,20,Forward
55,7.81,20,20,-20,-20,-16.02,-20,-20,-19,-20,-20,20,Forward
56,7.74,20,20,-20,-20,-15.86,-20,-20,-18.97,-20,-20,20,Forward
57,7.66,20,20,-20,-20,-15.71,-20,-20,-18.93,-20,-20,20,Forward
58,7.58,20,20,-20,-20,-15.56,-20,-20,-18.89,-20,-20,20,Forward
59,7.51,20,20,-20,-20,-15.4,-20,-20,-18.85,-20,-20,20,Forward
0,-20,20,2.77,-20,14.71,-0.02,-20,12.74,-0.31,-20,14.14,12.39,Left
1,-20,20,4.31,-20,14.71,0.13,-20,11.73,-0.27,-20,13.83,18.78,Left
2,-20,20,5.86,-20,14.71,0.29,-20,10.73,-0.23,-20,13.52,20,Left
3,-20,20,7.41,-20,14.71,0.44,-20,9.72,-0.19,-20,13.22,20,Left
4,-20,20,8.95,-20,14.71,0.59,-20,8.72,-0.15,-20,12.91,20,Left
5,-20,20,10.5,-20,14.71,0.75,-20,7.71,-0.11,-20,12.6,20,Left
6,-20,20,12.05,-20,14.71,0.9,-20,6.7,-0.08,-20,12.3,20,Left
7,-20,20,13.59,-20,14.71,1.05,-20,5.7,-0.04,-20,11.99,20,Left
8,-20,20,15.14,-20,14.71,1.21,-20,4.69,0,-20,11.68,20,Left
9,-20,20,16.69,-20,14.71,1.36,-20,3.69,0.04,-20,11.38,20,Left
10,-20,20,18.23,-20,14.71,1.51,-20,2.68,0.08,-20,11.07,20,Left
11,-20,20,19.78,-20,14.71,1.67,-20,1.68,0.11,-20,10.76,20,Left
12,-20,20,20,-20,14.71,1.82,-20,0.67,0.15,-20,10.46,20,Left
13,-20,20,20,-20,14.71,1.97,-20,-0.34,0.19,-20,10.15,20,Left
14,-20,20,20,-20,14.71,2.13,-20,-1.34,0.23,-20,9.85,20,Left
15,-20,20,20,-20,14.71,2.28,-20,-2.35,0.27,-20,9.54,20,Left
16,-20,20,20,-20,14.71,2.43,-20,-3.35,0.31,-20,9.23,20,Left
17,-20,20,20,-20,14.71,2.59,-20,-4.36,0.34,-20,8.93,20,Left
18,-20,20,20,-20,14.71,2.74,-20,-5.36,0.38,-20,8.62,20,Left
19,-20,20,20,-20,14.71,2.89,-20,-6.37,0.42,-20,8.31,20,Left
20,-20,20,20,-20,14.71,3.05,-20,-7.37,0.46,-20,8.01,20,Left
21,-20,20,20,-20,14.71,3.2,-20,-8.38,0.5,-20,7.7,20,Left
22,-20,20,20,-20,14.71,3.35,-20,-9.39,0.54,-20,7.39,20,Left
23,-20,20,20,-20,14.71,3.51,-20,-10.39,0.57,-20,7.09,20,Left
24,-20,20,20,-20,14.71,3.66,-20,-11.4,0.61,-20,6.78,20,Left
25,-20,20,20,-20,14.71,3.81,-20,-12.4,0.65,-20,6.47,20,Left
26,-20,20,20,-20,14.71,3.96,-20,-13.41,0.69,-20,6.17,20,Left
27,-20,20,20,-20,14.71,4.12,-20,-14.41,0.73,-20,5.86,20,Left
28,-20,20,20,-20,14.71,4.27,-20,-15.42,0.77,-20,5.55,20,Left
29,-20,20,20,-20,14.71,4.42,-20,-16.42,0.8,-20,5.25,20,Left
30,-20,20,-2.23,-20,15.94,-5.02,-20,13.92,-5.44,-20,15.32,7.26,Left
31,-20,20,-0.68,-20,15.94,-4.87,-20,12.92,-5.4,-20,15.02,13.65,Left
32,-20,20,0.86,-20,15.94,-4.71,-20,11.91,-5.36,-20,14.71,20,Left
33,-20,20,2.41,-20,15.94,-4.56,-20,10.91,-5.32,-20,14.4,20,Left
34,-20,20,3.96,-20,15.94,-4.41,-20,9.9,-5.29,-20,14.1,20,Left
35,-20,20,5.5,-20,15.94,-4.25,-20,8.9,-5.25,-20,13.79,20,Left
36,-20,20,7.05,-20,15.94,-4.1,-20,7.89,-5.21,-20,13.48,20,Left
37,-20,20,8.6,-20,15.94,-3.95,-20,6.89,-5.17,-20,13.18,20,Left
38,-20,20,10.14,-20,15.94,-3.79,-20,5.88,-5.13,-20,12.87,20,Left
39,-20,20,11.69,-20,15.94,-3.64,-20,4.87,-5.09,-20,12.56,20,Left
40,-20,20,13.24,-20,15.94,-3.49,-20,3.87,-5.06,-20,12.26,20,Left
41,-20,20,14.78,-20,15.94,-3.33,-20,2.86,-5.02,-20,11.95,20,Left
42,-20,20,16.33,-20,15.94,-3.18,-20,1.86,-4.98,-20,11.65,20,Left
43,-20,20,17.88,-20,15.94,-3.03,-20,0.85,-4.94,-20,11.34,20,Left
44,-20,20,19.42,-20,15.94,-2.87,-20,-0.15,-4.9,-20,11.03,20,Left
45,-20,20,20,-20,15.94,-2.72,-20,-1.16,-4.87,-20,10.73,20,Left
46,-20,20,20,-20,15.94,-2.57,-20,-2.16,-4.83,-20,10.42,20,Left
47,-20,20,20,-20,15.94,-2.41,-20,-3.17,-4.79,-20,10.11,20,Left
48,-20,20,20,-20,15.94,-2.26,-20,-4.18,-4.75,-20,9.81,20,Left
49,-20,20,20,-20,15.94,-2.11,-20,-5.18,-4.71,-20,9.5,20,Left
50,-20,20,20,-20,15.94,-1.95,-20,-6.19,-4.67,-20,9.19,20,Left
51,-20,20,20,-20,15.94,-1.8,-20,-7.19,-4.64,-20,8.89,20,Left
52,-20,20,20,-20,15.94,-1.65,-20,-8.2,-4.6,-20,8.58,20,Left
53,-20,20,20,-20,15.94,-1.49,-20,-9.2,-4.56,-20,8.27,20,Left
